-1	0	0	0	0	-0.6638885	0.009230332	0	0.9354198	0.8506019	0	0.4695571	0	0.5470984	0	0	0	0	0	0	0	0	0	0.9685948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.07068736	0	-0.3450642	0	0	0	0	0	0	0	0
0	-1	0	-0.7393167	0.3715749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.3464116	-1	0	0	0	0	0	-0.9489078	0	0	0.8349961	-0.8131283	0	-0.8642186	0	0	0	0.8485225	0	0	-0.2754834	0	0.8536344	0	0	0	0	-0.8585637	-0.3873294	0	0	0	-0.3021186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-0.7902207	0	-1	-0.5059418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	-0.7943222	-1	-0.09672506	0	0	-0.5138505	0	-0.5726331	-0.5530135	0	0	0	0	0	0	0	0	0	0	0	0	-0.1917837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.315464	0	0	0	-0.1828551	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6726249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.05529481	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3207405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-0.2300894	0	-0.2976134	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4602866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.9808309	0	0	0	0	0	0	0.2789743	0	-1	0.7668547	0	0	0	0	0	0	0	-0.6457677	0	-0.8771901	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08358323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0.02173209	0	0	0.3422258	0	0.9925713	-1	0	-0.1995471	0	-0.9291566	0	0.8315786	0.62818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9984536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0.08844287	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3807586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-0.4192801	0	0	0	0	0	0	0	-0.03770638	0	-1	-0.9455637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	-0.3050332	-1	0	0	0	0	-0.1047449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-0.8433123	0	0	0	0	0	0	0	-0.3840348	0	0	0	-1	0	0	0	0	0	-0.3015807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5370728	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0.1925176	0	0	0	0	0	0	-0.3422957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-0.07065383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	-0.06015576	0	0	0	-0.01249253	0	0	0	-0.3529517	-1	-0.2258964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.04169524	0	0	0	0	0	0	0	0	0.0667231	-0.09088158	-1	0	0	0	0	-0.7444832	0	0	-0.2973242	-0.05141738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9898397	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	-0.879632	0	0	0	0	-0.8661762	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-0.8022035	0	0	0	0	0	0	0.1488635	0	0	0	0	0	0	0	0	0	0	0	-1	-0.201451	0	0	0.926161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	-0.4014963	0	0	0	0	0	0	0	0	0	0	0	0	-0.9938998	-1	-0.5165962	0	0	0	-0.3415472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5060577	-1	0	0.6494099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
