-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-1	-0.04430656	0	-0.2386384	0	0	0	0.2676818	0	0	0	0	0	0	0	0	0	0
0	0	0	-1	0.09781578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-1	0	0	0	0.819341	0	0	0	0	0.0331625	0	0	0	0.3196594	0	0
0	0	0	-0.4919348	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-0.4193575	0	0	0	-1	0.1104931	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.7178354	0	-0.2588178	-1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.6299122	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0
0	0	0.5331827	-0.3313573	0	0	0	0	0	-1	0	0	0	0.6297507	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0
0	0	0	0	0.3613148	0	0	0	0	0	0	-0.7702951	0	-1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-0.8044869	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
0	0	0	0	0.4052634	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0
0	0	0	0	0	0	0	0	0	0	0	0.9322149	0	0	0	-0.292547	0	0	-1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
