-1	-0.5370223	0	-0.8506353	0	-0.3325297	0	0.1050982	0.718968	0	0	0.5768261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.5998959	-1	0	0	0	0	0	0	-0.8852789	0	0.3353569	0	-0.9005203	0	0	0	0	-0.2797813	0	0	0	0	0	0	0	0	0	-0.8522479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-1	-0.9004825	0	0	0.860998	0	0	-0.7154561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09878311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.843402	0	-0.141064	-1	-0.4258701	-0.1487829	-0.7899379	-0.4837801	0.1429131	0	0	0	0	-0.4349741	-0.7665338	0	0	0	0	-0.3002837	0.4247386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.9416968	0	-0.7163712	-1	0	0.5028499	0	-0.4356688	0	-0.4259439	-0.3502318	0.6211555	0	-0.4310202	-0.07342952	0	0	0	0	0	0	-0.972736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2929079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.7374488	0	0.2415895	-0.8039437	0	-1	0	-0.5016377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5173252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.2314547	-0.9889288	0	0	-1	0	0	0	0	0	0	0	0	0	0	0.7604891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	-0.09836775	0	-0.2915123	0	-1	0	-0.00957647	0	0	0.9330999	0.7444254	-0.8549162	0	-0.921736	0	-0.03838472	-0.2229833	0	0	0	0	0	0	0.868273	-0.02440781	-0.7078963	0	0.9954388	0	-0.5264529	-0.6816639	-0.8725328	-0.7555683	0	0	0.7255954	-0.4405886	0	0	-0.7310446	-0.4205518	-0.9295631	0	-0.8134625	-0.5903868	0.3025436	0	0	-0.122998	0	0	0	0	0.6887098	0	0	0	0	0	0	0	0	0	0	-0.4308081	0	0	0	0	0	0	0	0	-0.9734482	0	0	0	0	-0.4588652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-0.6328454	0	0	-0.8066101	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0938454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-0.7699228	0.6719533	0	0	0	-0.553591	0	-1	0	-0.08890565	0.4195024	0.6329042	-0.139026	0	0	0	0	0	0	0	0	0	0.3050635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4572336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5877833	0	0
0	0	0	0	-0.05139893	0	0	0	0	0	-1	-0.5028365	0	0	0	0	-0.5806541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0.9920054	0	0	0.603599	0	-0.04735907	-0.5332182	-1	0.6700051	0.6582807	0	-0.717663	0	0	0	-0.5054393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-0.5173095	0	0	0	0	0	0.931026	0	0	0	0	-1	0	-0.8744646	0	0	0.2008303	0	0	0	-0.5624103	0	0	-0.7944384	0	0	0	0	0	0	0.8072212	0.3472837	0	0.9368346	0	0	0.5868779	0	0	-0.5873932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.1588048	0	-0.117718	0	0	0	0.8785779	0	0.4152476	0	0.875708	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	-0.7967998	-0.4168097	0	0	-0.7010427	0	-0.4397824	0	0	-0.124939	0	-1	0	0	0.2778532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0.5952132	0	0	0.08883329	0	0	0	-0.6575926	0.5997567	0	0	-1	-0.2086497	-0.4913015	-0.3733068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8347454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	-0.1708308	0	0	-0.5760575	0	0	0	0.8852711	-0.3001519	-1	0	-0.1457744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-0.5563907	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3626097	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	-0.1517498	0	0	0	0	0	0	0	-0.6409953	-0.9263031	0	-1	0.9660097	-0.892928	0	0	0	0	0	0	-0.6965653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	-0.1841193	0.8134019	0	0	-0.7797341	0	0	0	-0.07450727	0	0	0	0	0	0	0.2619633	-1	0	0	0	0	0	-0.0194023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.7760597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7633895	0.6896622	-1	0	0	-0.3225711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.2895716	0	0	0	0	0	0	0	-0.8352651	0	0	0	0	0	0	0	0	-1	0	0	-0.04464137	0.9509576	-0.7891395	0	-0.4607097	0	0	-0.4851491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8924655	0	-0.031241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6962985	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0.1651728	0	0	0.9452522	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03271194	-1	0	-0.05883438	0.9486067	-0.04290337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.960517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5309506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6049511	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7642851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.5004604	0	0.02336395	-0.2537463	0	0	0	0	0	0	0	0	-0.8409622	-0.05980383	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
