-1	0	0.3768875	-0.9112702	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2939432	0	0	0	0	0	-0.7352537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-1	-0.9893903	-0.9227015	0	0	0	0	0	0.1479081	0.206094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-0.703341	-1	0.5640598	0	0	-0.7208541	0	0	0	0	0	-0.8130906	0	-0.4934207	0	0	0	0	0.7640523	0.7998659	0	0	-0.4903751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	-1	0	0	0	0	0	0.2215886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-1	0	-0.7947943	0	0	0	0	0	0.9799319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	-0.221298	0	-1	0	0	0	0	0	0	0	0	0	0.3053978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.1016407	-0.1352728	0	0.6673029	0	-1	0	0	0	0	0.04993786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0.01227697	-0.6693731	0	0	0	0	0	0	0	0	0	-0.518939	0	0	0	0	0	0	0	0	0	0	0	0	0.1609936	0
0	0	0	0	0	0	0	-0.5127242	-1	0	-0.679523	0	0	0	0	0	0	0	0	0	0	0.03429675	0	0	0	0	-0.8382215	0	0	0	0	0	0	0	0	0	0	0	0	0
0.598086	-0.07958046	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.9838387	0	0	0	0	0	0	0	0	-1	0	0	0.1075067	0	0	0	0	0	0	0	0	0	-0.4284019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-0.4523551	0.5944751	0	0	-0.3037705	-0.8246251	0	0	0	0	-1	0	0	0	0	0	0.6281572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.7737764	-0.3169277	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	-0.994396	-0.04059071	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-0.1577601	0	0	0	0	0	0.8843721	0	0	0	0	0.9071259	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.5631851	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.8488134	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.6166479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1865932	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.298836	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.8522031	0	0	0	0	0	0	0	0	0	0	0	-0.5166564	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-0.8906745	0	0	0	0	0	0	0	0	0	0	0	0	0.1093273	0	0
0.3251246	0	-0.7801709	0	0	0	0	0	0	0	-0.8922479	0	0	0	0	0	0	0	0	0	0	0	0	-1	0.9046788	0	0.0299146	0	0	0	0	-0.6451653	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7069665	0	0	0	0	0	0	0	0	0	-0.1344504	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	-0.0973706	-0.5056817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-0.1572321	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.913153	0	0	0	-1	0	-0.7492712	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0.1011245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003275055	0	0	0	0	0	-1	0	0	0	0	-0.7898316	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7061338	0	0	0	0	0.2740498	0	-1	0	0	0	0	0	0	0	0	0	0	0
